dividend_cocode|company_name|div_announcement_date|div_per_share
49138|COLGATE-PALMOLIVE (INDIA) LTD.|07-12-2010|5.0000
49138|COLGATE-PALMOLIVE (INDIA) LTD.|23-03-2011|7.0000
49138|COLGATE-PALMOLIVE (INDIA) LTD.|06-06-2011|8.0000
49138|COLGATE-PALMOLIVE (INDIA) LTD.|12-12-2011|9.0000
49138|COLGATE-PALMOLIVE (INDIA) LTD.|20-03-2012|8.0000
49138|COLGATE-PALMOLIVE (INDIA) LTD.|24-09-2012|13.0000
49138|COLGATE-PALMOLIVE (INDIA) LTD.|10-12-2012|6.0000
49138|COLGATE-PALMOLIVE (INDIA) LTD.|25-03-2013|9.0000
49138|COLGATE-PALMOLIVE (INDIA) LTD.|25-10-2013|9.0000
49138|COLGATE-PALMOLIVE (INDIA) LTD.|29-11-2013|9.0000
49138|COLGATE-PALMOLIVE (INDIA) LTD.|27-03-2014|9.0000
49138|COLGATE-PALMOLIVE (INDIA) LTD.|22-09-2014|8.0000
49138|COLGATE-PALMOLIVE (INDIA) LTD.|08-12-2014|8.0000
49138|COLGATE-PALMOLIVE (INDIA) LTD.|27-03-2015|8.0000
49138|COLGATE-PALMOLIVE (INDIA) LTD.|29-10-2015|4.0000
49138|COLGATE-PALMOLIVE (INDIA) LTD.|27-11-2015|3.0000
49138|COLGATE-PALMOLIVE (INDIA) LTD.|28-03-2016|3.0000
49138|COLGATE-PALMOLIVE (INDIA) LTD.|28-10-2016|4.0000
49138|COLGATE-PALMOLIVE (INDIA) LTD.|05-12-2016|3.0000
49138|COLGATE-PALMOLIVE (INDIA) LTD.|27-03-2017|3.0000
49138|COLGATE-PALMOLIVE (INDIA) LTD.|16-10-2017|4.0000
49138|COLGATE-PALMOLIVE (INDIA) LTD.|11-12-2017|4.0000
49138|COLGATE-PALMOLIVE (INDIA) LTD.|12-03-2018|5.0000
49138|COLGATE-PALMOLIVE (INDIA) LTD.|21-05-2018|11.0000
49138|COLGATE-PALMOLIVE (INDIA) LTD.|29-10-2018|8.0000
49138|COLGATE-PALMOLIVE (INDIA) LTD.|29-03-2019|7.0000
49138|COLGATE-PALMOLIVE (INDIA) LTD.|27-05-2019|8.0000
49138|COLGATE-PALMOLIVE (INDIA) LTD.|24-10-2019|12.0000
50616|CONTAINER CORPN. OF INDIA LTD.|31-07-2004|12.5000
50616|CONTAINER CORPN. OF INDIA LTD.|19-01-2005|6.0000
50616|CONTAINER CORPN. OF INDIA LTD.|01-08-2005|8.5000
50616|CONTAINER CORPN. OF INDIA LTD.|17-01-2006|7.5000
50616|CONTAINER CORPN. OF INDIA LTD.|10-02-2006|2.5000
50616|CONTAINER CORPN. OF INDIA LTD.|15-06-2006|8.0000
50616|CONTAINER CORPN. OF INDIA LTD.|15-01-2007|11.0000
50616|CONTAINER CORPN. OF INDIA LTD.|14-06-2007|11.0000
50616|CONTAINER CORPN. OF INDIA LTD.|30-01-2008|11.0000
50616|CONTAINER CORPN. OF INDIA LTD.|12-06-2008|7.5000
50616|CONTAINER CORPN. OF INDIA LTD.|23-01-2009|6.0000
50616|CONTAINER CORPN. OF INDIA LTD.|18-07-2009|8.0000
50616|CONTAINER CORPN. OF INDIA LTD.|22-01-2010|6.0000
50616|CONTAINER CORPN. OF INDIA LTD.|19-07-2010|8.0000
50616|CONTAINER CORPN. OF INDIA LTD.|18-01-2011|7.5000
50616|CONTAINER CORPN. OF INDIA LTD.|21-07-2011|8.0000
50616|CONTAINER CORPN. OF INDIA LTD.|03-02-2012|7.5000
50616|CONTAINER CORPN. OF INDIA LTD.|22-05-2012|9.0000
50616|CONTAINER CORPN. OF INDIA LTD.|29-01-2013|8.0000
50616|CONTAINER CORPN. OF INDIA LTD.|25-05-2013|9.5000
50616|CONTAINER CORPN. OF INDIA LTD.|31-01-2014|7.0000
50616|CONTAINER CORPN. OF INDIA LTD.|27-05-2014|5.3000
50616|CONTAINER CORPN. OF INDIA LTD.|11-02-2015|8.0000
50616|CONTAINER CORPN. OF INDIA LTD.|28-05-2015|5.4000
50616|CONTAINER CORPN. OF INDIA LTD.|25-01-2016|8.0000
50616|CONTAINER CORPN. OF INDIA LTD.|25-05-2016|5.5000
50616|CONTAINER CORPN. OF INDIA LTD.|13-02-2017|9.6000
50616|CONTAINER CORPN. OF INDIA LTD.|26-05-2017|7.5000
50616|CONTAINER CORPN. OF INDIA LTD.|24-01-2018|9.6000
50616|CONTAINER CORPN. OF INDIA LTD.|30-04-2018|3.7500
50616|CONTAINER CORPN. OF INDIA LTD.|30-04-2019|8.5500
54885|DABUR INDIA LTD.|05-05-2004|1.4000
54885|DABUR INDIA LTD.|27-10-2004|1.0000
54885|DABUR INDIA LTD.|28-04-2005|1.5000
54885|DABUR INDIA LTD.|24-10-2005|1.5000
54885|DABUR INDIA LTD.|25-04-2006|1.0000
54885|DABUR INDIA LTD.|31-10-2006|1.0000
54885|DABUR INDIA LTD.|13-03-2007|0.7500
54885|DABUR INDIA LTD.|24-10-2007|0.7500
54885|DABUR INDIA LTD.|30-04-2008|0.7500
54885|DABUR INDIA LTD.|28-01-2009|0.7500
54885|DABUR INDIA LTD.|29-04-2009|1.0000
54885|DABUR INDIA LTD.|26-10-2009|0.7500
54885|DABUR INDIA LTD.|18-06-2010|1.2500
54885|DABUR INDIA LTD.|27-10-2010|0.5000
54885|DABUR INDIA LTD.|27-04-2011|0.6500
54885|DABUR INDIA LTD.|31-10-2011|0.5500
54885|DABUR INDIA LTD.|30-04-2012|0.7500
54885|DABUR INDIA LTD.|26-10-2012|0.6500
54885|DABUR INDIA LTD.|30-04-2013|0.8500
54885|DABUR INDIA LTD.|28-10-2013|0.7500
54885|DABUR INDIA LTD.|29-04-2014|1.0000
54885|DABUR INDIA LTD.|15-09-2014|1.2500
54885|DABUR INDIA LTD.|05-05-2015|0.7500
54885|DABUR INDIA LTD.|28-10-2015|1.2500
54885|DABUR INDIA LTD.|28-04-2016|1.0000
54885|DABUR INDIA LTD.|26-10-2016|1.2500
54885|DABUR INDIA LTD.|01-05-2017|1.0000
54885|DABUR INDIA LTD.|31-10-2017|1.2500
54885|DABUR INDIA LTD.|01-05-2018|5.0000
54885|DABUR INDIA LTD.|02-05-2018|1.2500
54885|DABUR INDIA LTD.|31-10-2018|1.2500
54885|DABUR INDIA LTD.|02-05-2019|1.5000
54885|DABUR INDIA LTD.|05-11-2019|1.4000
61957|DIVI'S LABORATORIES LTD.|17-05-2004|8.0000
61957|DIVI'S LABORATORIES LTD.|21-05-2005|8.0000
61957|DIVI'S LABORATORIES LTD.|17-06-2006|10.0000
61957|DIVI'S LABORATORIES LTD.|19-03-2007|10.0000
61957|DIVI'S LABORATORIES LTD.|09-06-2008|4.0000
61957|DIVI'S LABORATORIES LTD.|06-06-2009|6.0000
61957|DIVI'S LABORATORIES LTD.|24-05-2010|6.0000
61957|DIVI'S LABORATORIES LTD.|20-05-2011|10.0000
61957|DIVI'S LABORATORIES LTD.|12-05-2012|13.0000
61957|DIVI'S LABORATORIES LTD.|20-05-2013|15.0000
61957|DIVI'S LABORATORIES LTD.|26-05-2014|20.0000
61957|DIVI'S LABORATORIES LTD.|23-05-2015|20.0000
61957|DIVI'S LABORATORIES LTD.|10-03-2016|10.0000
61957|DIVI'S LABORATORIES LTD.|28-05-2016|0.0000
61957|DIVI'S LABORATORIES LTD.|26-05-2017|10.0000
61957|DIVI'S LABORATORIES LTD.|26-05-2018|10.0000
61957|DIVI'S LABORATORIES LTD.|25-05-2019|16.0000
53993|D L F LTD.|02-09-2004|4.0000
53993|D L F LTD.|31-03-2005|4.0000
53993|D L F LTD.|19-07-2007|2.0000
53993|D L F LTD.|30-10-2007|2.0000
53993|D L F LTD.|04-06-2008|2.0000
53993|D L F LTD.|31-07-2009|2.0000
53993|D L F LTD.|29-07-2010|2.0000
53993|D L F LTD.|25-05-2011|2.0000
53993|D L F LTD.|30-05-2012|2.0000
53993|D L F LTD.|30-05-2013|2.0000
53993|D L F LTD.|29-05-2014|2.0000
53993|D L F LTD.|21-05-2015|2.0000
53993|D L F LTD.|17-03-2016|2.0000
53993|D L F LTD.|27-05-2016|0.0000
53993|D L F LTD.|26-05-2017|2.0000
53993|D L F LTD.|20-03-2018|1.2000
53993|D L F LTD.|21-05-2018|0.8000
53993|D L F LTD.|21-05-2019|2.0000
62987|DR. REDDY'S LABORATORIES LTD.|28-05-2004|5.0000
62987|DR. REDDY'S LABORATORIES LTD.|06-05-2005|5.0000
62987|DR. REDDY'S LABORATORIES LTD.|31-05-2006|5.0000
62987|DR. REDDY'S LABORATORIES LTD.|18-05-2007|3.7500
62987|DR. REDDY'S LABORATORIES LTD.|20-05-2008|3.7500
62987|DR. REDDY'S LABORATORIES LTD.|18-05-2009|6.2500
62987|DR. REDDY'S LABORATORIES LTD.|06-05-2010|11.2500
62987|DR. REDDY'S LABORATORIES LTD.|13-05-2011|11.2500
62987|DR. REDDY'S LABORATORIES LTD.|11-05-2012|13.7500
62987|DR. REDDY'S LABORATORIES LTD.|14-05-2013|15.0000
62987|DR. REDDY'S LABORATORIES LTD.|13-05-2014|18.0000
62987|DR. REDDY'S LABORATORIES LTD.|12-05-2015|20.0000
62987|DR. REDDY'S LABORATORIES LTD.|12-05-2016|20.0000
62987|DR. REDDY'S LABORATORIES LTD.|12-05-2017|20.0000
62987|DR. REDDY'S LABORATORIES LTD.|22-05-2018|20.0000
62987|DR. REDDY'S LABORATORIES LTD.|17-05-2019|20.0000
66185|EICHER MOTORS LTD.|24-08-2004|3.5000
66185|EICHER MOTORS LTD.|27-06-2005|4.0000
66185|EICHER MOTORS LTD.|29-04-2006|4.0000
66185|EICHER MOTORS LTD.|11-03-2007|4.0000
66185|EICHER MOTORS LTD.|12-03-2007|25.0000
66185|EICHER MOTORS LTD.|04-05-2007|0.0000
66185|EICHER MOTORS LTD.|28-04-2008|5.0000
66185|EICHER MOTORS LTD.|30-03-2009|5.0000
66185|EICHER MOTORS LTD.|15-02-2010|7.0000
66185|EICHER MOTORS LTD.|05-02-2011|11.0000
66185|EICHER MOTORS LTD.|11-02-2012|16.0000
66185|EICHER MOTORS LTD.|12-02-2013|20.0000
66185|EICHER MOTORS LTD.|12-02-2014|30.0000
66185|EICHER MOTORS LTD.|14-02-2015|50.0000
66185|EICHER MOTORS LTD.|12-03-2016|100.0000
66185|EICHER MOTORS LTD.|05-05-2017|100.0000
66185|EICHER MOTORS LTD.|09-05-2018|110.0000
66185|EICHER MOTORS LTD.|10-05-2019|125.0000
79498|G A I L (INDIA) LTD.|08-01-2004|4.0000
79498|G A I L (INDIA) LTD.|30-06-2004|4.0000
79498|G A I L (INDIA) LTD.|20-12-2004|4.0000
79498|G A I L (INDIA) LTD.|21-06-2005|4.0000
79498|G A I L (INDIA) LTD.|12-01-2006|6.0000
79498|G A I L (INDIA) LTD.|15-02-2006|2.0000
79498|G A I L (INDIA) LTD.|28-04-2006|2.0000
79498|G A I L (INDIA) LTD.|20-12-2006|5.5000
79498|G A I L (INDIA) LTD.|06-03-2007|2.5000
79498|G A I L (INDIA) LTD.|08-05-2007|2.0000
79498|G A I L (INDIA) LTD.|17-12-2007|4.0000
79498|G A I L (INDIA) LTD.|13-05-2008|6.0000
79498|G A I L (INDIA) LTD.|28-01-2009|4.0000
79498|G A I L (INDIA) LTD.|15-06-2009|3.0000
79498|G A I L (INDIA) LTD.|21-12-2009|2.0000
79498|G A I L (INDIA) LTD.|17-05-2010|5.5000
79498|G A I L (INDIA) LTD.|23-12-2010|2.0000
79498|G A I L (INDIA) LTD.|23-05-2011|5.5000
79498|G A I L (INDIA) LTD.|23-01-2012|3.0000
79498|G A I L (INDIA) LTD.|30-05-2012|5.7000
79498|G A I L (INDIA) LTD.|14-02-2013|4.0000
79498|G A I L (INDIA) LTD.|28-05-2013|5.6000
79498|G A I L (INDIA) LTD.|06-02-2014|4.5000
79498|G A I L (INDIA) LTD.|26-05-2014|5.9000
79498|G A I L (INDIA) LTD.|26-02-2015|3.0000
79498|G A I L (INDIA) LTD.|27-05-2015|3.0000
79498|G A I L (INDIA) LTD.|09-02-2016|2.5000
79498|G A I L (INDIA) LTD.|25-05-2016|3.0000
79498|G A I L (INDIA) LTD.|25-01-2017|8.5000
79498|G A I L (INDIA) LTD.|22-05-2017|2.7000
79498|G A I L (INDIA) LTD.|12-01-2018|7.6500
79498|G A I L (INDIA) LTD.|24-05-2018|1.4400
79498|G A I L (INDIA) LTD.|05-02-2019|6.2500
79498|G A I L (INDIA) LTD.|27-05-2019|0.8850
80728|GENERAL INSURANCE CORPN. OF INDIA|31-03-2013|0.0000
80728|GENERAL INSURANCE CORPN. OF INDIA|31-03-2014|136.5000
80728|GENERAL INSURANCE CORPN. OF INDIA|31-03-2015|77.0000
80728|GENERAL INSURANCE CORPN. OF INDIA|31-03-2016|1.2558
80728|GENERAL INSURANCE CORPN. OF INDIA|31-03-2017|2.0000
80728|GENERAL INSURANCE CORPN. OF INDIA|25-05-2018|13.5000
80728|GENERAL INSURANCE CORPN. OF INDIA|23-05-2019|6.7500
83013|GODREJ CONSUMER PRODUCTS LTD.|31-01-2004|2.0000
83013|GODREJ CONSUMER PRODUCTS LTD.|28-04-2004|3.0000
83013|GODREJ CONSUMER PRODUCTS LTD.|28-06-2004|0.0000
83013|GODREJ CONSUMER PRODUCTS LTD.|24-07-2004|2.0000
83013|GODREJ CONSUMER PRODUCTS LTD.|27-10-2004|2.0000
83013|GODREJ CONSUMER PRODUCTS LTD.|24-01-2005|3.0000
83013|GODREJ CONSUMER PRODUCTS LTD.|28-04-2005|5.0000
83013|GODREJ CONSUMER PRODUCTS LTD.|22-07-2005|0.0000
83013|GODREJ CONSUMER PRODUCTS LTD.|23-07-2005|3.0000
83013|GODREJ CONSUMER PRODUCTS LTD.|21-10-2005|3.0000
83013|GODREJ CONSUMER PRODUCTS LTD.|23-01-2006|3.0000
83013|GODREJ CONSUMER PRODUCTS LTD.|26-04-2006|5.0000
83013|GODREJ CONSUMER PRODUCTS LTD.|20-07-2006|3.0000
83013|GODREJ CONSUMER PRODUCTS LTD.|30-10-2006|0.7500
83013|GODREJ CONSUMER PRODUCTS LTD.|20-01-2007|1.0000
83013|GODREJ CONSUMER PRODUCTS LTD.|25-04-2007|1.2500
83013|GODREJ CONSUMER PRODUCTS LTD.|31-07-2007|0.7500
83013|GODREJ CONSUMER PRODUCTS LTD.|23-10-2007|0.7500
83013|GODREJ CONSUMER PRODUCTS LTD.|17-01-2008|1.0000
83013|GODREJ CONSUMER PRODUCTS LTD.|28-04-2008|0.7500
83013|GODREJ CONSUMER PRODUCTS LTD.|29-04-2008|0.7500
83013|GODREJ CONSUMER PRODUCTS LTD.|25-07-2008|0.7500
83013|GODREJ CONSUMER PRODUCTS LTD.|24-10-2008|0.7500
83013|GODREJ CONSUMER PRODUCTS LTD.|24-01-2009|1.0000
83013|GODREJ CONSUMER PRODUCTS LTD.|30-04-2009|0.7500
83013|GODREJ CONSUMER PRODUCTS LTD.|04-06-2009|0.7500
83013|GODREJ CONSUMER PRODUCTS LTD.|25-07-2009|1.0000
83013|GODREJ CONSUMER PRODUCTS LTD.|30-10-2009|1.0000
83013|GODREJ CONSUMER PRODUCTS LTD.|23-01-2010|1.0000
83013|GODREJ CONSUMER PRODUCTS LTD.|26-04-2010|1.2500
83013|GODREJ CONSUMER PRODUCTS LTD.|27-04-2010|0.0000
83013|GODREJ CONSUMER PRODUCTS LTD.|24-07-2010|1.0000
83013|GODREJ CONSUMER PRODUCTS LTD.|30-10-2010|1.0000
83013|GODREJ CONSUMER PRODUCTS LTD.|22-01-2011|1.0000
83013|GODREJ CONSUMER PRODUCTS LTD.|02-05-2011|1.5000
83013|GODREJ CONSUMER PRODUCTS LTD.|03-05-2011|0.0000
83013|GODREJ CONSUMER PRODUCTS LTD.|23-07-2011|1.0000
83013|GODREJ CONSUMER PRODUCTS LTD.|21-10-2011|1.0000
83013|GODREJ CONSUMER PRODUCTS LTD.|21-01-2012|1.0000
83013|GODREJ CONSUMER PRODUCTS LTD.|30-04-2012|1.7500
83013|GODREJ CONSUMER PRODUCTS LTD.|01-05-2012|0.0000
83013|GODREJ CONSUMER PRODUCTS LTD.|04-08-2012|1.0000
83013|GODREJ CONSUMER PRODUCTS LTD.|03-11-2012|1.0000
83013|GODREJ CONSUMER PRODUCTS LTD.|31-01-2013|1.0000
83013|GODREJ CONSUMER PRODUCTS LTD.|30-04-2013|2.0000
83013|GODREJ CONSUMER PRODUCTS LTD.|01-05-2013|0.0000
83013|GODREJ CONSUMER PRODUCTS LTD.|03-08-2013|1.0000
83013|GODREJ CONSUMER PRODUCTS LTD.|11-11-2013|1.0000
83013|GODREJ CONSUMER PRODUCTS LTD.|01-02-2014|1.0000
83013|GODREJ CONSUMER PRODUCTS LTD.|28-04-2014|2.2500
83013|GODREJ CONSUMER PRODUCTS LTD.|28-07-2014|1.0000
83013|GODREJ CONSUMER PRODUCTS LTD.|01-11-2014|1.0000
83013|GODREJ CONSUMER PRODUCTS LTD.|05-02-2015|1.0000
83013|GODREJ CONSUMER PRODUCTS LTD.|28-04-2015|2.5000
83013|GODREJ CONSUMER PRODUCTS LTD.|29-07-2015|1.0000
83013|GODREJ CONSUMER PRODUCTS LTD.|24-10-2015|1.0000
83013|GODREJ CONSUMER PRODUCTS LTD.|27-01-2016|1.0000
83013|GODREJ CONSUMER PRODUCTS LTD.|03-05-2016|2.7500
83013|GODREJ CONSUMER PRODUCTS LTD.|04-05-2016|0.0000
83013|GODREJ CONSUMER PRODUCTS LTD.|29-07-2016|1.0000
83013|GODREJ CONSUMER PRODUCTS LTD.|07-11-2016|1.0000
83013|GODREJ CONSUMER PRODUCTS LTD.|30-01-2017|1.0000
83013|GODREJ CONSUMER PRODUCTS LTD.|09-05-2017|12.0000
83013|GODREJ CONSUMER PRODUCTS LTD.|31-07-2017|1.0000
83013|GODREJ CONSUMER PRODUCTS LTD.|01-11-2017|1.0000
83013|GODREJ CONSUMER PRODUCTS LTD.|30-01-2018|1.0000
83013|GODREJ CONSUMER PRODUCTS LTD.|08-05-2018|7.0000
83013|GODREJ CONSUMER PRODUCTS LTD.|30-07-2018|2.0000
83013|GODREJ CONSUMER PRODUCTS LTD.|02-11-2018|4.0000
83013|GODREJ CONSUMER PRODUCTS LTD.|29-01-2019|2.0000
83013|GODREJ CONSUMER PRODUCTS LTD.|03-05-2019|2.0000
83013|GODREJ CONSUMER PRODUCTS LTD.|01-08-2019|2.0000
83013|GODREJ CONSUMER PRODUCTS LTD.|06-11-2019|2.0000
85447|GRASIM INDUSTRIES LTD.|28-04-2004|14.0000
85447|GRASIM INDUSTRIES LTD.|29-04-2005|16.0000
85447|GRASIM INDUSTRIES LTD.|27-04-2006|20.0000
85447|GRASIM INDUSTRIES LTD.|12-03-2007|27.5000
85447|GRASIM INDUSTRIES LTD.|25-04-2007|0.0000
85447|GRASIM INDUSTRIES LTD.|29-04-2008|30.0000
85447|GRASIM INDUSTRIES LTD.|19-05-2009|30.0000
85447|GRASIM INDUSTRIES LTD.|20-05-2010|30.0000
85447|GRASIM INDUSTRIES LTD.|11-05-2011|20.0000
85447|GRASIM INDUSTRIES LTD.|05-05-2012|22.5000
85447|GRASIM INDUSTRIES LTD.|04-05-2013|22.5000
85447|GRASIM INDUSTRIES LTD.|02-05-2014|21.0000
85447|GRASIM INDUSTRIES LTD.|02-05-2015|18.0000
85447|GRASIM INDUSTRIES LTD.|07-05-2016|22.5000
85447|GRASIM INDUSTRIES LTD.|19-05-2017|5.5000
85447|GRASIM INDUSTRIES LTD.|23-05-2018|6.2000
85447|GRASIM INDUSTRIES LTD.|24-05-2019|7.0000
91512|HAVELLS INDIA LTD.|06-05-2004|1.2500
91512|HAVELLS INDIA LTD.|12-05-2005|2.5000
91512|HAVELLS INDIA LTD.|18-05-2006|2.5000
91512|HAVELLS INDIA LTD.|15-05-2007|2.5000
91512|HAVELLS INDIA LTD.|22-05-2008|2.5000
91512|HAVELLS INDIA LTD.|27-06-2009|2.5000
91512|HAVELLS INDIA LTD.|28-01-2010|1.2500
91512|HAVELLS INDIA LTD.|27-08-2010|2.5000
91512|HAVELLS INDIA LTD.|27-05-2011|2.5000
91512|HAVELLS INDIA LTD.|30-05-2012|6.5000
91512|HAVELLS INDIA LTD.|28-05-2013|7.5000
91512|HAVELLS INDIA LTD.|14-03-2014|5.0000
91512|HAVELLS INDIA LTD.|28-05-2014|10.0000
91512|HAVELLS INDIA LTD.|11-05-2015|3.0000
91512|HAVELLS INDIA LTD.|03-02-2016|3.0000
91512|HAVELLS INDIA LTD.|11-05-2016|3.0000
91512|HAVELLS INDIA LTD.|11-05-2017|3.5000
91512|HAVELLS INDIA LTD.|11-05-2018|4.0000
91512|HAVELLS INDIA LTD.|29-05-2019|4.5000
88258|H C L TECHNOLOGIES LTD.|29-01-2004|2.0000
88258|H C L TECHNOLOGIES LTD.|26-04-2004|2.0000
88258|H C L TECHNOLOGIES LTD.|15-09-2004|4.0000
88258|H C L TECHNOLOGIES LTD.|26-10-2004|4.0000
88258|H C L TECHNOLOGIES LTD.|25-01-2005|4.0000
88258|H C L TECHNOLOGIES LTD.|25-04-2005|4.0000
88258|H C L TECHNOLOGIES LTD.|23-08-2005|4.0000
88258|H C L TECHNOLOGIES LTD.|25-10-2005|4.0000
88258|H C L TECHNOLOGIES LTD.|18-01-2006|4.0000
88258|H C L TECHNOLOGIES LTD.|19-04-2006|4.0000
88258|H C L TECHNOLOGIES LTD.|19-08-2006|4.0000
88258|H C L TECHNOLOGIES LTD.|16-10-2006|4.0000
88258|H C L TECHNOLOGIES LTD.|15-01-2007|4.0000
88258|H C L TECHNOLOGIES LTD.|17-04-2007|2.0000
88258|H C L TECHNOLOGIES LTD.|13-08-2007|2.0000
88258|H C L TECHNOLOGIES LTD.|16-10-2007|2.0000
88258|H C L TECHNOLOGIES LTD.|17-01-2008|2.0000
88258|H C L TECHNOLOGIES LTD.|15-04-2008|2.0000
88258|H C L TECHNOLOGIES LTD.|01-08-2008|3.0000
88258|H C L TECHNOLOGIES LTD.|15-10-2008|3.0000
88258|H C L TECHNOLOGIES LTD.|23-01-2009|2.0000
88258|H C L TECHNOLOGIES LTD.|22-04-2009|1.0000
88258|H C L TECHNOLOGIES LTD.|25-08-2009|1.0000
88258|H C L TECHNOLOGIES LTD.|28-10-2009|1.0000
88258|H C L TECHNOLOGIES LTD.|25-01-2010|1.0000
88258|H C L TECHNOLOGIES LTD.|21-04-2010|1.0000
88258|H C L TECHNOLOGIES LTD.|29-07-2010|1.0000
88258|H C L TECHNOLOGIES LTD.|20-10-2010|1.5000
88258|H C L TECHNOLOGIES LTD.|19-01-2011|2.0000
88258|H C L TECHNOLOGIES LTD.|20-04-2011|2.0000
88258|H C L TECHNOLOGIES LTD.|27-07-2011|2.0000
88258|H C L TECHNOLOGIES LTD.|18-10-2011|2.0000
88258|H C L TECHNOLOGIES LTD.|19-10-2011|2.0000
88258|H C L TECHNOLOGIES LTD.|17-01-2012|2.0000
88258|H C L TECHNOLOGIES LTD.|18-04-2012|2.0000
88258|H C L TECHNOLOGIES LTD.|25-07-2012|4.0000
88258|H C L TECHNOLOGIES LTD.|17-10-2012|2.0000
88258|H C L TECHNOLOGIES LTD.|17-01-2013|2.0000
88258|H C L TECHNOLOGIES LTD.|17-04-2013|2.0000
88258|H C L TECHNOLOGIES LTD.|31-07-2013|6.0000
88258|H C L TECHNOLOGIES LTD.|17-10-2013|2.0000
88258|H C L TECHNOLOGIES LTD.|16-01-2014|4.0000
88258|H C L TECHNOLOGIES LTD.|17-04-2014|4.0000
88258|H C L TECHNOLOGIES LTD.|31-07-2014|0.0000
88258|H C L TECHNOLOGIES LTD.|01-08-2014|12.0000
88258|H C L TECHNOLOGIES LTD.|17-10-2014|6.0000
88258|H C L TECHNOLOGIES LTD.|30-01-2015|8.0000
88258|H C L TECHNOLOGIES LTD.|21-04-2015|4.0000
88258|H C L TECHNOLOGIES LTD.|03-08-2015|5.0000
88258|H C L TECHNOLOGIES LTD.|19-10-2015|5.0000
88258|H C L TECHNOLOGIES LTD.|19-01-2016|6.0000
88258|H C L TECHNOLOGIES LTD.|28-04-2016|6.0000
88258|H C L TECHNOLOGIES LTD.|03-08-2016|6.0000
88258|H C L TECHNOLOGIES LTD.|21-10-2016|6.0000
88258|H C L TECHNOLOGIES LTD.|24-01-2017|6.0000
88258|H C L TECHNOLOGIES LTD.|11-05-2017|6.0000
88258|H C L TECHNOLOGIES LTD.|27-07-2017|2.0000
88258|H C L TECHNOLOGIES LTD.|25-10-2017|2.0000
88258|H C L TECHNOLOGIES LTD.|19-01-2018|2.0000
88258|H C L TECHNOLOGIES LTD.|02-05-2018|2.0000
88258|H C L TECHNOLOGIES LTD.|27-07-2018|2.0000
88258|H C L TECHNOLOGIES LTD.|23-10-2018|2.0000
88258|H C L TECHNOLOGIES LTD.|29-01-2019|2.0000
88258|H C L TECHNOLOGIES LTD.|09-05-2019|2.0000
88258|H C L TECHNOLOGIES LTD.|07-08-2019|2.0000
88258|H C L TECHNOLOGIES LTD.|23-10-2019|2.0000
95632|HOUSING DEVELOPMENT FINANCE CORPN. LTD.|07-05-2004|13.5000
95632|HOUSING DEVELOPMENT FINANCE CORPN. LTD.|05-05-2005|17.0000
95632|HOUSING DEVELOPMENT FINANCE CORPN. LTD.|02-05-2006|20.0000
95632|HOUSING DEVELOPMENT FINANCE CORPN. LTD.|03-05-2007|22.0000
95632|HOUSING DEVELOPMENT FINANCE CORPN. LTD.|30-04-2008|25.0000
95632|HOUSING DEVELOPMENT FINANCE CORPN. LTD.|04-05-2009|30.0000
95632|HOUSING DEVELOPMENT FINANCE CORPN. LTD.|03-05-2010|36.0000
95632|HOUSING DEVELOPMENT FINANCE CORPN. LTD.|10-05-2011|9.0000
95632|HOUSING DEVELOPMENT FINANCE CORPN. LTD.|07-05-2012|11.0000
95632|HOUSING DEVELOPMENT FINANCE CORPN. LTD.|08-05-2013|12.5000
95632|HOUSING DEVELOPMENT FINANCE CORPN. LTD.|06-05-2014|14.0000
95632|HOUSING DEVELOPMENT FINANCE CORPN. LTD.|19-03-2015|2.0000
95632|HOUSING DEVELOPMENT FINANCE CORPN. LTD.|29-03-2015|13.0000
95632|HOUSING DEVELOPMENT FINANCE CORPN. LTD.|21-03-2016|3.0000
95632|HOUSING DEVELOPMENT FINANCE CORPN. LTD.|02-05-2016|14.0000
95632|HOUSING DEVELOPMENT FINANCE CORPN. LTD.|03-03-2017|3.0000
95632|HOUSING DEVELOPMENT FINANCE CORPN. LTD.|04-05-2017|15.0000
95632|HOUSING DEVELOPMENT FINANCE CORPN. LTD.|16-03-2018|3.5000
95632|HOUSING DEVELOPMENT FINANCE CORPN. LTD.|30-04-2018|16.5000
95632|HOUSING DEVELOPMENT FINANCE CORPN. LTD.|06-03-2019|3.5000
95632|HOUSING DEVELOPMENT FINANCE CORPN. LTD.|13-05-2019|17.5000
88295|H D F C ASSET MGMT. CO. LTD.|31-03-2013|44.0000
88295|H D F C ASSET MGMT. CO. LTD.|31-03-2014|50.0000
88295|H D F C ASSET MGMT. CO. LTD.|31-03-2015|65.0000
88295|H D F C ASSET MGMT. CO. LTD.|31-03-2016|80.0000
88295|H D F C ASSET MGMT. CO. LTD.|31-03-2017|92.0000
88295|H D F C ASSET MGMT. CO. LTD.|31-03-2018|16.0000
88295|H D F C ASSET MGMT. CO. LTD.|26-02-2019|12.0000
88295|H D F C ASSET MGMT. CO. LTD.|26-04-2019|12.0000
88297|H D F C BANK LTD.|16-04-2004|3.5000
88297|H D F C BANK LTD.|13-04-2005|4.5000
88297|H D F C BANK LTD.|17-04-2006|5.5000
88297|H D F C BANK LTD.|24-04-2007|7.0000
